Test,8,1,12,20,16,32,28,24,2,5,9,13,21,17,33,29,25,3,6,10,14,22,18,34,30,26,4,7,11,15,23,19,35,31,27
Strain,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
4,-0.005415002,0.039769197,0.129161119,-0.123391034,0.733422104,0.585885486,0.137594319,0.186418109,0.032933866,0.22858411,0.04873502,0.138837106,0.146560142,0.803772747,0.640434976,0,0.053262317,0.061162894,0.165113182,0.068086995,0.15623613,0.174567244,0.404793609,0.276165113,-0.106258322,0.360053262,0.084687084,0.270039947,0.046959609,0.02774079,0.070972037,0.214114514,0.013581891,0.058322237,0.209942299
4.5,0.010830004,0.039769197,0.159298713,-0.092543276,0.841278296,0.655126498,0.226364847,0.326231691,0.037638704,0.22858411,0.067687528,0.17150466,0.163470928,0.900932091,0.831202841,0.065778961,0.079893475,0.056458056,0.169241012,0.081180648,0.179671549,0.183754993,0.418996893,0.29241012,-0.02023968,0.517576565,0.103506436,0.275233023,0.061251664,0.044385264,0.076431425,0.220505992,0.038482024,0.097203728,0.286284953
5,0,0.056813138,0.167909454,-0.086373724,0.862849534,0.649800266,0.306258322,0.396138482,0.04704838,0.283444296,0.086640036,0.204172215,0.19165557,0.962760763,1.090102086,0.111318242,0.113182423,0.065867732,0.173368842,0.09165557,0.187483356,0.192942743,0.433200178,0.373635153,0.060719041,0.532578784,0.11762095,0.280426099,0.067376831,0.05548158,0.089169996,0.233288948,0.054327563,0.152285841,0.301553484
5.5,-0.005415002,0.085219707,0.185130937,-0.055525965,0.905992011,0.69241012,0.386151798,0.403905903,0.079982246,0.320017754,0.102885042,0.236839769,0.208566356,1.086418109,1.185486019,0.156857523,0.126498003,0.098801598,0.173368842,0.099511762,0.179671549,0.202130493,0.447403462,0.400710164,0.101198402,0.682600976,0.131735464,0.311584554,0.067376831,0.061029738,0.096449179,0.252463382,0.090545939,0.168486462,0.301553484
6,-0.005415002,0.073857079,0.193741678,-0.049356414,1.056990679,0.729693742,0.434975588,0.481580115,0.103506436,0.338304483,0.105592543,0.253173546,0.236750999,1.183577452,1.280869951,0.177097204,0.193075899,0.098801598,0.173368842,0.104749223,0.218730581,0.208255659,0.468708389,0.471105193,0.187217044,0.787616511,0.155259654,0.321970706,0.073501997,0.105415002,0.103728362,0.262050599,0.095073236,0.217088327,0.313004882
6.5,-0.010830004,0.085219707,0.215268531,-0.018508655,1.229560586,0.735019973,0.497114958,0.504882379,0.108211274,0.374877941,0.119130049,0.253173546,0.264935641,1.254238793,1.376253884,0.232756325,0.219707057,0.098801598,0.18575233,0.112605415,0.234354194,0.214380826,0.482911673,0.503595206,0.232756325,0.885130937,0.183488682,0.311584554,0.081668886,0.13870395,0.111007545,0.263648469,0.108655126,0.249489569,0.339724811
7,-0.027075011,0.102263648,0.241100755,-0.012339103,1.207989348,0.78828229,0.505992011,0.613626276,0.131735464,0.393164669,0.129960053,0.261340435,0.287483356,1.351398136,1.444385264,0.252996005,0.233022636,0.127030626,0.18988016,0.120461607,0.249977807,0.223568575,0.500665779,0.509010209,0.288415446,0.922636485,0.192898358,0.321970706,0.08575233,0.144252108,0.116466933,0.276431425,0.124500666,0.262450067,0.370261873
7.5,-0.010830004,0.142032845,0.249711496,-0.006169552,1.423701731,0.836218375,0.479360852,0.667998225,0.150554816,0.393164669,0.129960053,0.265423879,0.293120284,1.422059476,1.471637816,0.263115846,0.279627164,0.150554816,0.181624501,0.123080337,0.234354194,0.226631158,0.514869063,0.552330226,0.308655126,0.982645362,0.202308034,0.337549933,0.08575233,0.155348424,0.129205504,0.286018642,0.126764314,0.268930315,0.381713271
8,-0.010830004,0.136351531,0.266932978,0.006169552,1.639414115,0.852197071,0.514869063,0.745672437,0.127030626,0.448024856,0.135375055,0.281757656,0.332578784,1.536884154,1.526142921,0.278295606,0.392809587,0.159964492,0.198135819,0.128317798,0.234354194,0.241944075,0.532623169,0.557745229,0.318774967,1.02765202,0.230537062,0.342743009,0.089835775,0.144252108,0.138304483,0.297203728,0.13355526,0.275410564,0.412250333
8.5,-0.032490013,0.147714159,0.284154461,0.012339103,1.725699068,0.894806924,0.554815801,0.838881491,0.131735464,0.493741678,0.135375055,0.302174878,0.355126498,1.572214825,1.580648025,0.298535286,0.452729694,0.178783844,0.194007989,0.138792721,0.234354194,0.251131824,0.546826454,0.530670217,0.344074567,1.072658677,0.249356414,0.337549933,0.091877497,0.188637372,0.140124279,0.303595206,0.140346205,0.288371061,0.438970262
9,-0.04873502,0.176120728,0.266932978,0.024678207,1.83355526,0.894806924,0.545938748,0.854416334,0.150554816,0.512028407,0.143497559,0.306258322,0.372037284,1.6605415,1.635153129,0.298535286,0.51930759,0.207012872,0.206391478,0.149267643,0.226542388,0.260319574,0.561029738,0.509010209,0.333954727,1.185175322,0.25876609,0.353129161,0.102086107,0.205281846,0.14376387,0.319573901,0.142609854,0.249489569,0.438970262
9.5,-0.032490013,0.187483356,0.297070573,0.030847759,1.919840213,0.932090546,0.590324012,0.932090546,0.150554816,0.521171771,0.129960053,0.322592099,0.360763427,1.669374168,1.553395473,0.278295606,0.572569907,0.207012872,0.210519308,0.146648913,0.210918775,0.257256991,0.571682202,0.509010209,0.354194407,1.21517976,0.272880604,0.363515313,0.095960941,0.227474478,0.145583666,0.332356858,0.142609854,0.272170439,0.480958722
10,-0.032490013,0.198845983,0.340124279,0.043186862,2.070838881,0.948069241,0.665778961,1.017532179,0.145849978,0.557745229,0.138082557,0.330758988,0.377674212,1.704704838,1.621526853,0.293475366,0.625832224,0.21171771,0.214647137,0.151886374,0.195295162,0.272569907,0.585885486,0.503595206,0.374434088,1.267687528,0.291699956,0.358322237,0.102086107,0.255215269,0.15286285,0.338748336,0.151664447,0.278650688,0.503861518
10.5,-0.037905016,0.221571238,0.383177985,0.043186862,2.200266312,0.964047936,0.701287173,1.095206391,0.159964492,0.566888593,0.143497559,0.343009321,0.400221926,1.642876165,1.689658233,0.298535286,0.719041278,0.221127386,0.227030626,0.157123835,0.218730581,0.27563249,0.582334665,0.546915224,0.379494008,1.320195295,0.301109632,0.347936085,0.108211274,0.271859743,0.154682645,0.348335553,0.16298269,0.281890812,0.519130049
11,-0.005415002,0.23861518,0.370261873,0.061695517,2.394407457,0.980026631,0.679094541,1.219485131,0.183488682,0.576031957,0.138082557,0.338925877,0.400221926,1.722370173,1.77141589,0.298535286,0.792276964,0.254061252,0.227030626,0.159742565,0.226542388,0.28482024,0.589436307,0.541500222,0.399733688,1.372703063,0.315224146,0.363515313,0.108211274,0.288504217,0.15286285,0.361118509,0.151664447,0.278650688,0.522947182
11.5,0,0.232933866,0.391788726,0.074034621,2.588548602,0.990679095,0.750110963,1.320461607,0.18819352,0.612605415,0.140790058,0.367509987,0.411495783,1.757700843,1.880426099,0.333954727,0.86551265,0.254061252,0.227030626,0.170217488,0.273413227,0.300133156,0.596537949,0.568575233,0.384553928,1.402707501,0.32933866,0.342743009,0.106169552,0.299600533,0.149223258,0.365912117,0.16298269,0.288371061,0.561118509
12,0.010830004,0.227252552,0.409010209,0.080204172,2.631691079,1.00665779,0.798934754,1.390368398,0.174079006,0.612605415,0.129960053,0.387927208,0.434043498,1.775366178,2.003062583,0.364314248,0.898801598,0.272880604,0.235286285,0.17807368,0.328095872,0.306258322,0.610741234,0.595650244,0.404793609,1.42521083,0.343453174,0.332356858,0.112294718,0.338437639,0.149223258,0.373901465,0.165246338,0.285130937,0.595472703
12.5,0.010830004,0.23861518,0.426231691,0.074034621,2.804260985,1.00665779,0.821127386,1.475810031,0.225832224,0.649178873,0.127252552,0.404260985,0.445317355,1.810696849,2.071193964,0.389613848,0.978695073,0.301109632,0.239414115,0.18069241,0.28903684,0.318508655,0.624944518,0.590235242,0.425033289,1.477718597,0.35286285,0.347936085,0.116378162,0.349533955,0.151043054,0.385086551,0.158455393,0.288371061,0.603106968
13,0.027075011,0.244296494,0.452063915,0.080204172,2.8689747,0.980026631,0.75454949,1.522414558,0.2352419,0.649178873,0.124545051,0.404260985,0.439680426,1.828362184,2.166577896,0.389613848,1.03861518,0.296404794,0.239414115,0.18069241,0.273413227,0.327696405,0.62849534,0.595650244,0.445272969,1.537727474,0.362272526,0.347936085,0.118419885,0.377274745,0.149223258,0.396271638,0.156191744,0.294851309,0.610741234
13.5,0.032490013,0.249977807,0.477896138,0.098712827,2.976830892,0.969374168,0.723479805,1.553484243,0.216422548,0.667465601,0.124545051,0.420594763,0.42276964,1.837194851,2.261961829,0.404793609,1.105193076,0.296404794,0.235286285,0.183311141,0.257789614,0.339946738,0.635596982,0.617310253,0.430093209,1.545228584,0.362272526,0.332356858,0.120461607,0.382822903,0.145583666,0.38988016,0.156191744,0.281890812,0.629826897
14,0.010830004,0.244296494,0.508033733,0.092543276,2.976830892,0.974700399,0.75454949,1.615623613,0.221127386,0.694895695,0.132667554,0.441011984,0.411495783,1.854860186,2.275588105,0.430093209,1.178428762,0.310519308,0.243541944,0.188548602,0.210918775,0.355259654,0.642698624,0.638970262,0.445272969,1.560230803,0.381091877,0.321970706,0.122503329,0.427208167,0.147403462,0.405858855,0.169773635,0.285130937,0.637461163
14.5,0.054150022,0.28406569,0.495117621,0.111051931,2.99840213,0.964047936,0.758988016,1.669995561,0.216422548,0.713182423,0.132667554,0.432845095,0.411495783,1.890190857,2.289214381,0.47563249,1.264980027,0.319928984,0.243541944,0.185929871,0.242166001,0.364447403,0.649800266,0.617310253,0.445272969,1.62774079,0.371682202,0.327163782,0.124545051,0.421660009,0.147403462,0.415446072,0.169773635,0.278650688,0.664181092
15,0.059565024,0.249977807,0.495117621,0.123391034,3.084687084,0.969374168,0.785619174,1.677762983,0.216422548,0.731469152,0.135375055,0.428761651,0.388948069,1.907856192,2.316466933,0.49587217,1.258322237,0.315224146,0.243541944,0.188548602,0.234354194,0.37057257,0.656901909,0.63355526,0.45539281,1.680248557,0.385796715,0.321970706,0.128628495,0.454948957,0.14376387,0.425033289,0.165246338,0.275410564,0.664181092
